company_name_original,company_name_normalized,company_name_search_key,yahoo_ticker,google_finance_symbol,tase_security_id,isin,yahoo_ticker_candidate,google_finance_symbol_candidate,google_search_url,maya_search_url,tase_search_url,bizportal_search_url,investing_search_url,globes_search_url,maya_company_url,tase_company_url,bizportal_url,investing_url,mapping_status,mapping_confidence,mapping_method,mapping_notes,needs_manual_review
ישראל קנדה מלונות,ישראל קנדה מלונות,ישראל קנדה מלונות,ICHO.TA,TLV:ICHO,,,,,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9C+%D7%A7%D7%A0%D7%93%D7%94+%D7%9E%D7%9C%D7%95%D7%A0%D7%95%D7%AA+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9C+%D7%A7%D7%A0%D7%93%D7%94+%D7%9E%D7%9C%D7%95%D7%A0%D7%95%D7%AA+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9C+%D7%A7%D7%A0%D7%93%D7%94+%D7%9E%D7%9C%D7%95%D7%A0%D7%95%D7%AA+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9C+%D7%A7%D7%A0%D7%93%D7%94+%D7%9E%D7%9C%D7%95%D7%A0%D7%95%D7%AA+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9C+%D7%A7%D7%A0%D7%93%D7%94+%D7%9E%D7%9C%D7%95%D7%A0%D7%95%D7%AA+Investing.com,https://www.google.com/search?q=%D7%99%D7%A9%D7%A8%D7%90%D7%9C+%D7%A7%D7%A0%D7%93%D7%94+%D7%9E%D7%9C%D7%95%D7%A0%D7%95%D7%AA+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
לאומי,לאומי,לאומי,LUMI.TA,TLV:LUMI,00604611,,,,https://www.google.com/search?q=%D7%9C%D7%90%D7%95%D7%9E%D7%99+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%9C%D7%90%D7%95%D7%9E%D7%99+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%9C%D7%90%D7%95%D7%9E%D7%99+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%9C%D7%90%D7%95%D7%9E%D7%99+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%9C%D7%90%D7%95%D7%9E%D7%99+Investing.com,https://www.google.com/search?q=%D7%9C%D7%90%D7%95%D7%9E%D7%99+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
לפידות,לפידות,לפידות,LAPD.TA,TLV:LAPD,00642017,,,,https://www.google.com/search?q=%D7%9C%D7%A4%D7%99%D7%93%D7%95%D7%AA+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%9C%D7%A4%D7%99%D7%93%D7%95%D7%AA+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%9C%D7%A4%D7%99%D7%93%D7%95%D7%AA+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%9C%D7%A4%D7%99%D7%93%D7%95%D7%AA+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%9C%D7%A4%D7%99%D7%93%D7%95%D7%AA+Investing.com,https://www.google.com/search?q=%D7%9C%D7%A4%D7%99%D7%93%D7%95%D7%AA+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
מטריקס,מטריקס,מטריקס,MTRX.TA,TLV:MTRX,00445015,,,,https://www.google.com/search?q=%D7%9E%D7%98%D7%A8%D7%99%D7%A7%D7%A1+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%98%D7%A8%D7%99%D7%A7%D7%A1+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%9E%D7%98%D7%A8%D7%99%D7%A7%D7%A1+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%9E%D7%98%D7%A8%D7%99%D7%A7%D7%A1+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%98%D7%A8%D7%99%D7%A7%D7%A1+Investing.com,https://www.google.com/search?q=%D7%9E%D7%98%D7%A8%D7%99%D7%A7%D7%A1+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
מיטק,מיטק,מיטק,,TLV:MITC,007222102,,,,https://www.google.com/search?q=%D7%9E%D7%99%D7%98%D7%A7+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%99%D7%98%D7%A7+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%9E%D7%99%D7%98%D7%A7+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%9E%D7%99%D7%98%D7%A7+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%99%D7%98%D7%A7+Investing.com,https://www.google.com/search?q=%D7%9E%D7%99%D7%98%D7%A7+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
מיי טאון,מיי טאון,מיי טאון,,,01214626,IL0012146267,,,https://www.google.com/search?q=%D7%9E%D7%99%D7%99+%D7%98%D7%90%D7%95%D7%9F+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%99%D7%99+%D7%98%D7%90%D7%95%D7%9F+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%9E%D7%99%D7%99+%D7%98%D7%90%D7%95%D7%9F+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%9E%D7%99%D7%99+%D7%98%D7%90%D7%95%D7%9F+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%99%D7%99+%D7%98%D7%90%D7%95%D7%9F+Investing.com,https://www.google.com/search?q=%D7%9E%D7%99%D7%99+%D7%98%D7%90%D7%95%D7%9F+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
מלם-תים אחזקות,מלם-תים אחזקות,מלם-תים אחזקות,MLTH.TA,TLV:MLTH,00731018,,,,https://www.google.com/search?q=%D7%9E%D7%9C%D7%9D-%D7%AA%D7%99%D7%9D+%D7%90%D7%97%D7%96%D7%A7%D7%95%D7%AA+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%9C%D7%9D-%D7%AA%D7%99%D7%9D+%D7%90%D7%97%D7%96%D7%A7%D7%95%D7%AA+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%9E%D7%9C%D7%9D-%D7%AA%D7%99%D7%9D+%D7%90%D7%97%D7%96%D7%A7%D7%95%D7%AA+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%9E%D7%9C%D7%9D-%D7%AA%D7%99%D7%9D+%D7%90%D7%97%D7%96%D7%A7%D7%95%D7%AA+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%9C%D7%9D-%D7%AA%D7%99%D7%9D+%D7%90%D7%97%D7%96%D7%A7%D7%95%D7%AA+Investing.com,https://www.google.com/search?q=%D7%9E%D7%9C%D7%9D-%D7%AA%D7%99%D7%9D+%D7%90%D7%97%D7%96%D7%A7%D7%95%D7%AA+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
מנדלסון תשתיות,מנדלסון תשתיות,מנדלסון תשתיות,MNIN.TA,TLV:MNIN,,,,,https://www.google.com/search?q=%D7%9E%D7%A0%D7%93%D7%9C%D7%A1%D7%95%D7%9F+%D7%AA%D7%A9%D7%AA%D7%99%D7%95%D7%AA+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%A0%D7%93%D7%9C%D7%A1%D7%95%D7%9F+%D7%AA%D7%A9%D7%AA%D7%99%D7%95%D7%AA+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%9E%D7%A0%D7%93%D7%9C%D7%A1%D7%95%D7%9F+%D7%AA%D7%A9%D7%AA%D7%99%D7%95%D7%AA+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%9E%D7%A0%D7%93%D7%9C%D7%A1%D7%95%D7%9F+%D7%AA%D7%A9%D7%AA%D7%99%D7%95%D7%AA+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%A0%D7%93%D7%9C%D7%A1%D7%95%D7%9F+%D7%AA%D7%A9%D7%AA%D7%99%D7%95%D7%AA+Investing.com,https://www.google.com/search?q=%D7%9E%D7%A0%D7%93%D7%9C%D7%A1%D7%95%D7%9F+%D7%AA%D7%A9%D7%AA%D7%99%D7%95%D7%AA+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
מנרב,מנרב,מנרב,MNRV.TA,TLV:MNRV,,,,,https://www.google.com/search?q=%D7%9E%D7%A0%D7%A8%D7%91+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%A0%D7%A8%D7%91+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%9E%D7%A0%D7%A8%D7%91+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%9E%D7%A0%D7%A8%D7%91+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%9E%D7%A0%D7%A8%D7%91+Investing.com,https://www.google.com/search?q=%D7%9E%D7%A0%D7%A8%D7%91+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
נופר אנרג׳י,נופר אנרג'י,נופר אנרג י,NOFR.TA,TLV:NOFR,01170877,,,,https://www.google.com/search?q=%D7%A0%D7%95%D7%A4%D7%A8+%D7%90%D7%A0%D7%A8%D7%92%D7%B3%D7%99+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%A0%D7%95%D7%A4%D7%A8+%D7%90%D7%A0%D7%A8%D7%92%D7%B3%D7%99+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%A0%D7%95%D7%A4%D7%A8+%D7%90%D7%A0%D7%A8%D7%92%D7%B3%D7%99+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%A0%D7%95%D7%A4%D7%A8+%D7%90%D7%A0%D7%A8%D7%92%D7%B3%D7%99+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%A0%D7%95%D7%A4%D7%A8+%D7%90%D7%A0%D7%A8%D7%92%D7%B3%D7%99+Investing.com,https://www.google.com/search?q=%D7%A0%D7%95%D7%A4%D7%A8+%D7%90%D7%A0%D7%A8%D7%92%D7%B3%D7%99+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
"נקסט ג'ן ביומד בע""מ","נקסט ג'ן ביומד בע""מ",נקסט ג ן ביומד,,TLV:NXGN-M,,IL0010839301,,,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98+%D7%92%27%D7%9F+%D7%91%D7%99%D7%95%D7%9E%D7%93+%D7%91%D7%A2%22%D7%9E+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98+%D7%92%27%D7%9F+%D7%91%D7%99%D7%95%D7%9E%D7%93+%D7%91%D7%A2%22%D7%9E+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98+%D7%92%27%D7%9F+%D7%91%D7%99%D7%95%D7%9E%D7%93+%D7%91%D7%A2%22%D7%9E+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98+%D7%92%27%D7%9F+%D7%91%D7%99%D7%95%D7%9E%D7%93+%D7%91%D7%A2%22%D7%9E+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98+%D7%92%27%D7%9F+%D7%91%D7%99%D7%95%D7%9E%D7%93+%D7%91%D7%A2%22%D7%9E+Investing.com,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98+%D7%92%27%D7%9F+%D7%91%D7%99%D7%95%D7%9E%D7%93+%D7%91%D7%A2%22%D7%9E+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
נקסטייג׳,נקסטייג',נקסטייג,NXTG.TA,TLV:NXTG,,IL0004330119,,,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98%D7%99%D7%99%D7%92%D7%B3+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98%D7%99%D7%99%D7%92%D7%B3+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98%D7%99%D7%99%D7%92%D7%B3+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98%D7%99%D7%99%D7%92%D7%B3+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98%D7%99%D7%99%D7%92%D7%B3+Investing.com,https://www.google.com/search?q=%D7%A0%D7%A7%D7%A1%D7%98%D7%99%D7%99%D7%92%D7%B3+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
ספידווליו,ספידווליו,ספידווליו,SPDV.TA,TLV:SPDV,01178284,,,,https://www.google.com/search?q=%D7%A1%D7%A4%D7%99%D7%93%D7%95%D7%95%D7%9C%D7%99%D7%95+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%A1%D7%A4%D7%99%D7%93%D7%95%D7%95%D7%9C%D7%99%D7%95+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%A1%D7%A4%D7%99%D7%93%D7%95%D7%95%D7%9C%D7%99%D7%95+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%A1%D7%A4%D7%99%D7%93%D7%95%D7%95%D7%9C%D7%99%D7%95+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%A1%D7%A4%D7%99%D7%93%D7%95%D7%95%D7%9C%D7%99%D7%95+Investing.com,https://www.google.com/search?q=%D7%A1%D7%A4%D7%99%D7%93%D7%95%D7%95%D7%9C%D7%99%D7%95+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
פסיירקס ביוטק,פסיירקס ביוטק,פסיירקס ביוטק,PSRX.TA,TLV:PSRX,01176908,,,,https://www.google.com/search?q=%D7%A4%D7%A1%D7%99%D7%99%D7%A8%D7%A7%D7%A1+%D7%91%D7%99%D7%95%D7%98%D7%A7+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%A4%D7%A1%D7%99%D7%99%D7%A8%D7%A7%D7%A1+%D7%91%D7%99%D7%95%D7%98%D7%A7+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%A4%D7%A1%D7%99%D7%99%D7%A8%D7%A7%D7%A1+%D7%91%D7%99%D7%95%D7%98%D7%A7+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%A4%D7%A1%D7%99%D7%99%D7%A8%D7%A7%D7%A1+%D7%91%D7%99%D7%95%D7%98%D7%A7+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%A4%D7%A1%D7%99%D7%99%D7%A8%D7%A7%D7%A1+%D7%91%D7%99%D7%95%D7%98%D7%A7+Investing.com,https://www.google.com/search?q=%D7%A4%D7%A1%D7%99%D7%99%D7%A8%D7%A7%D7%A1+%D7%91%D7%99%D7%95%D7%98%D7%A7+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
פרידנזון,פרידנזון,פרידנזון,FRDN.TA,TLV:FRDN,01102219,,,,https://www.google.com/search?q=%D7%A4%D7%A8%D7%99%D7%93%D7%A0%D7%96%D7%95%D7%9F+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%A4%D7%A8%D7%99%D7%93%D7%A0%D7%96%D7%95%D7%9F+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%A4%D7%A8%D7%99%D7%93%D7%A0%D7%96%D7%95%D7%9F+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%A4%D7%A8%D7%99%D7%93%D7%A0%D7%96%D7%95%D7%9F+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%A4%D7%A8%D7%99%D7%93%D7%A0%D7%96%D7%95%D7%9F+Investing.com,https://www.google.com/search?q=%D7%A4%D7%A8%D7%99%D7%93%D7%A0%D7%96%D7%95%D7%9F+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
"שדה נדל""ן","שדה נדל""ן",שדה נדל ן,SADE.TA,TLV:SADE,,IL0003410169,,,https://www.google.com/search?q=%D7%A9%D7%93%D7%94+%D7%A0%D7%93%D7%9C%22%D7%9F+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%A9%D7%93%D7%94+%D7%A0%D7%93%D7%9C%22%D7%9F+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%A9%D7%93%D7%94+%D7%A0%D7%93%D7%9C%22%D7%9F+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%A9%D7%93%D7%94+%D7%A0%D7%93%D7%9C%22%D7%9F+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%A9%D7%93%D7%94+%D7%A0%D7%93%D7%9C%22%D7%9F+Investing.com,https://www.google.com/search?q=%D7%A9%D7%93%D7%94+%D7%A0%D7%93%D7%9C%22%D7%9F+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
שוהם ביזנס,שוהם ביזנס,שוהם ביזנס,SHOM.TA,TLV:SHOM,01082007,,,,https://www.google.com/search?q=%D7%A9%D7%95%D7%94%D7%9D+%D7%91%D7%99%D7%96%D7%A0%D7%A1+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%A9%D7%95%D7%94%D7%9D+%D7%91%D7%99%D7%96%D7%A0%D7%A1+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%A9%D7%95%D7%94%D7%9D+%D7%91%D7%99%D7%96%D7%A0%D7%A1+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%A9%D7%95%D7%94%D7%9D+%D7%91%D7%99%D7%96%D7%A0%D7%A1+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%A9%D7%95%D7%94%D7%9D+%D7%91%D7%99%D7%96%D7%A0%D7%A1+Investing.com,https://www.google.com/search?q=%D7%A9%D7%95%D7%94%D7%9D+%D7%91%D7%99%D7%96%D7%A0%D7%A1+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
שירותי בנק אוטו,שירותי בנק אוטו,שירותי בנק אוטו,SHVA.TA,TLV:SHVA,,,,,https://www.google.com/search?q=%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99+%D7%91%D7%A0%D7%A7+%D7%90%D7%95%D7%98%D7%95+%D7%9E%D7%A0%D7%99%D7%94+%D7%9E%D7%90%D7%99%D7%94,https://www.google.com/search?q=%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99+%D7%91%D7%A0%D7%A7+%D7%90%D7%95%D7%98%D7%95+site%3Amaya.tase.co.il,https://www.google.com/search?q=%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99+%D7%91%D7%A0%D7%A7+%D7%90%D7%95%D7%98%D7%95+%D7%91%D7%95%D7%A8%D7%A1%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%D7%A0%D7%99%D7%99%D7%A8+%D7%A2%D7%A8%D7%9A,https://www.google.com/search?q=%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99+%D7%91%D7%A0%D7%A7+%D7%90%D7%95%D7%98%D7%95+%D7%91%D7%99%D7%96%D7%A4%D7%95%D7%A8%D7%98%D7%9C+%D7%9E%D7%A0%D7%99%D7%94,https://www.google.com/search?q=%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99+%D7%91%D7%A0%D7%A7+%D7%90%D7%95%D7%98%D7%95+Investing.com,https://www.google.com/search?q=%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99+%D7%91%D7%A0%D7%A7+%D7%90%D7%95%D7%98%D7%95+%D7%92%D7%9C%D7%95%D7%91%D7%A1+%D7%9E%D7%A0%D7%99%D7%94,,,,,MAPPED_MANUALLY,HIGH,MANUAL,Identifier verification required before price extraction.,False
